ID,Age,Experience,Income,ZIP Code,Family,CCAvg,Education,Mortgage,Personal Loan,Securities Account,CD Account,Online,CreditCard
3903,41,32,161,95781,3,0.89,3,88,0,0,0,1,1
3904,23,16,57,93236,2,2.76,1,149,1,0,0,1,1
3905,27,23,117,95898,4,4.77,3,203,0,0,0,0,1
3906,49,29,155,98235,2,5.14,3,232,0,0,0,1,1
3907,38,12,40,98680,1,1.03,2,103,0,0,0,1,1
3908,28,15,75,94276,2,5.48,2,110,0,0,0,1,0
3909,62,1,65,94723,2,4.46,3,224,0,0,0,1,1
3910,35,16,62,99148,3,6.71,1,220,0,0,0,1,1
3911,57,31,139,95644,1,2.17,3,25,0,0,0,1,0
3912,41,7,65,91115,1,1.96,2,63,0,0,0,0,1
3913,34,2,67,91781,3,6.45,1,253,0,0,0,1,0
3914,38,11,103,98842,4,5.78,3,248,0,0,1,1,1
3915,32,19,50,91876,4,6.44,1,223,0,0,0,1,1
3916,47,15,180,95363,2,6.36,1,130,1,0,0,1,0
3917,42,13,191,98532,3,1.28,1,29,0,0,0,1,1
3918,53,15,90,93375,4,2.59,3,274,0,1,0,1,1
3919,26,32,27,92750,1,2.45,2,9,0,0,0,0,1
3920,45,29,149,99546,3,7.51,1,88,0,0,0,0,0
3921,24,11,164,93276,4,4.16,1,146,0,0,0,1,1
3922,44,14,71,90448,1,1.33,3,126,0,0,0,1,1
3923,59,17,64,95537,3,2.67,2,185,0,1,0,1,1
3924,30,27,56,94172,2,7.04,2,123,0,0,0,1,1
3925,29,22,189,98989,2,6.85,3,106,0,0,0,1,1
3926,36,13,63,93496,1,7.25,1,5,1,0,0,0,1
3927,25,29,136,92182,4,3.41,3,50,0,0,0,1,0
3928,38,32,57,93326,4,5.31,2,135,0,0,0,1,1
3929,41,14,118,98837,3,2.59,1,1,0,0,0,1,0
3930,40,6,143,90719,1,1.86,1,17,0,0,0,1,1
3931,38,14,25,91522,4,0.66,2,248,0,0,0,1,1
3932,30,37,87,96756,2,2.18,1,184,0,1,0,1,1
3933,55,10,198,96627,1,5.03,3,221,0,0,0,1,1
3934,34,28,120,91069,2,7.28,2,227,0,0,0,0,0
3935,33,30,182,95562,1,1.5,2,193,0,0,0,1,1
3936,27,24,153,97749,3,7.39,1,209,0,0,0,1,1
3937,49,23,32,94887,4,3.09,2,298,0,0,0,1,1
3938,34,18,49,94674,4,3.7,3,71,0,0,0,1,1
3939,39,1,119,92156,4,3.24,2,116,0,0,0,1,1
3940,28,21,21,97944,2,3.56,1,263,0,0,0,1,1
3941,55,19,77,94139,4,2.44,2,4,0,0,0,0,0
3942,27,32,55,95629,1,5.74,1,268,0,0,0,0,0
3943,50,7,91,97087,2,6.19,1,6,0,0,0,1,1
3944,36,24,192,95078,3,6.67,3,20,0,0,0,1,1
3945,27,8,156,96405,2,3.06,2,36,0,0,0,1,0
3946,55,33,145,96871,3,6.23,3,172,1,0,0,0,1
3947,63,22,96,90632,2,5.28,3,61,0,0,0,1,1
3948,41,4,69,92199,4,7.68,2,205,0,0,0,0,1
3949,44,24,51,95353,3,3.69,3,100,0,0,0,1,1
3950,27,7,117,92910,4,7.94,3,118,0,0,1,1,1
3951,24,15,62,90622,2,6.05,1,178,0,0,0,0,1
3952,52,14,144,96073,3,6.32,3,131,0,0,0,0,1
3953,61,0,114,90360,1,0.69,2,74,0,0,0,1,1
3954,26,21,97,96365,1,4.23,1,289,0,0,0,1,1
3955,55,2,73,98401,2,4.46,3,44,0,1,0,0,1
3956,35,37,66,99122,3,0.8,3,143,0,0,0,1,1
3957,42,13,33,93943,1,2.84,2,136,1,0,0,1,1
3958,29,35,195,94869,4,7.67,3,207,0,0,0,1,1
3959,37,17,74,98128,4,3.7,2,230,0,0,0,1,1
3960,45,17,176,90877,2,1.9,3,271,1,0,0,1,1
3961,36,2,194,94795,4,4.35,3,94,0,0,0,1,1
3962,45,9,82,97791,4,0.75,2,260,0,0,0,1,1
3963,41,38,38,92523,4,4.37,1,126,0,0,0,0,1
3964,51,0,110,96270,1,4.96,2,166,1,0,0,1,1
3965,42,26,156,98583,3,3.18,1,17,0,0,0,0,0
3966,51,26,120,96623,2,6.22,1,147,0,0,0,1,1
3967,46,10,56,95088,3,1.52,2,246,0,0,0,1,1
3968,40,4,126,97564,3,7.09,2,129,0,1,0,1,1
3969,32,6,111,97066,3,7.67,3,295,0,0,0,1,0
3970,63,18,71,96545,1,0.51,3,265,1,0,0,1,0
3971,30,28,47,92321,4,6.82,1,41,0,0,0,1,0
3972,48,14,55,98149,2,4.3,3,202,1,0,0,1,1
3973,51,34,135,98125,3,3.96,2,180,0,0,0,1,1
3974,32,36,83,98330,4,2.29,1,180,0,0,0,0,1
3975,39,11,37,98294,1,3.85,3,295,0,0,0,1,1
3976,24,29,108,95333,3,7.63,3,143,0,0,0,1,1
3977,28,19,182,98675,4,2.08,2,60,1,0,0,1,1
3978,27,36,97,97858,1,1.84,2,208,1,0,0,0,1
3979,50,2,186,94319,4,2.31,3,165,0,1,0,1,0
3980,63,8,109,95389,2,4.64,1,299,0,0,0,1,1
3981,27,38,27,91848,4,7.48,1,142,0,0,0,1,1
3982,40,25,34,93205,4,4.8,2,60,0,0,0,1,1
3983,48,1,26,92161,2,2.33,2,262,0,0,0,0,0
3984,42,22,36,91464,2,3.8,2,123,0,0,0,1,1
3985,63,22,105,90643,4,3.43,3,237,0,0,0,0,1
3986,49,20,137,95351,2,0.85,3,29,0,0,0,1,1
3987,34,15,83,94553,4,4.33,2,254,0,0,0,1,1
3988,29,8,31,96518,3,1.45,1,89,0,0,0,1,1
3989,25,12,75,95723,4,6.82,2,138,0,0,0,1,1
3990,32,27,193,97946,1,4.62,2,206,0,0,0,1,1
3991,56,26,194,90610,2,6.83,1,92,0,0,0,1,1
3992,47,16,120,94302,3,7.67,1,133,0,0,0,1,1
3993,57,37,35,91543,2,7.57,1,203,0,0,0,1,1
3994,38,35,21,91466,2,1.25,1,109,0,0,0,1,1
3995,24,0,147,99108,2,7.59,3,37,0,0,0,1,1
3996,46,17,111,96236,1,6.47,3,21,0,0,0,1,0
3997,32,8,124,91181,1,6.33,2,224,0,0,0,1,0
3998,60,12,174,92146,4,1.18,3,167,0,1,0,0,1
3999,44,39,50,92272,1,1.85,2,134,0,0,0,0,1
4000,48,14,188,99043,2,7.81,2,109,0,0,0,1,1
4001,61,3,183,94536,3,2.1,1,223,0,0,1,1,1
4002,49,32,66,90719,3,1.77,1,167,0,0,0,1,1
4003,51,23,62,94680,3,3.22,3,106,0,0,0,1,1
4004,60,35,84,93472,2,7.35,3,23,0,0,0,1,1
4005,42,9,69,93642,1,4.07,3,296,0,0,0,1,1
4006,49,35,20,90063,3,7.4,3,210,0,0,0,1,1
4007,63,19,163,90559,2,3.01,1,170,0,0,0,1,0
4008,42,10,141,97446,2,2.2,1,68,0,1,0,1,0
4009,41,11,47,91733,3,4.21,3,221,0,0,0,1,1
4010,42,17,105,98861,3,5.12,2,152,0,0,0,1,1
4011,57,29,101,93894,4,3.44,1,280,0,1,0,1,1
4012,24,36,41,91542,4,3.1,1,200,0,0,0,0,1
4013,52,19,60,99463,2,2.14,1,218,0,0,0,1,0
4014,56,24,95,92415,4,2.56,1,103,0,0,0,1,1
4015,44,11,166,96090,4,5.55,3,298,0,0,0,1,1
4016,25,20,108,95217,3,3.27,3,229,0,0,0,0,1
4017,28,24,197,95387,4,1.1,2,53,1,1,0,1,1
4018,37,10,78,95179,2,1.54,1,188,1,0,0,0,1
4019,49,8,88,98187,3,3.29,3,221,0,0,0,1,1
4020,32,24,181,96643,4,7.43,3,74,0,0,0,1,1
4021,31,34,186,97660,4,3.34,1,171,0,0,0,1,1
4022,55,31,142,92458,4,0.95,3,41,0,0,0,0,1
4023,54,13,93,99355,1,3.63,3,156,0,0,0,1,1
4024,28,0,26,96028,4,5.52,3,80,0,0,0,1,1
4025,63,16,120,95447,4,4.95,2,207,0,0,0,1,0
4026,58,24,130,94559,2,2.59,3,85,0,0,0,1,1
4027,24,7,199,92749,4,5.66,1,231,0,0,0,1,0
4028,51,4,71,91948,1,5.23,1,176,0,0,0,1,1
4029,26,4,43,96306,3,1.79,1,106,0,0,0,1,0
4030,23,34,45,98251,4,1.72,3,138,0,0,0,1,1
4031,41,18,144,98092,4,4.6,2,101,0,0,0,0,1
4032,48,22,109,98524,2,5.45,3,29,0,0,0,1,1
4033,47,8,141,90189,4,7.71,1,193,1,0,0,1,1
4034,32,29,29,96008,4,3.66,2,243,0,0,1,0,0
4035,37,15,36,97482,4,6.24,2,184,0,0,0,1,0
4036,44,32,21,90295,4,1.37,3,292,0,0,0,1,0
4037,43,1,131,98368,3,7.17,1,246,0,0,0,1,1
4038,44,13,46,98168,2,5.25,3,117,1,0,0,1,1
4039,58,0,90,90799,3,5.22,1,72,0,0,0,1,1
4040,56,25,195,98997,1,1.57,2,68,0,0,0,1,1
4041,52,24,137,97003,4,0.8,3,241,0,0,0,1,1
4042,47,15,28,99934,1,5.76,2,151,0,0,0,1,0
4043,50,14,105,98406,3,1.38,1,93,0,0,0,0,0
4044,23,25,42,92700,1,1.45,2,270,0,0,0,1,1
4045,26,15,92,98788,4,1.91,2,228,0,0,0,1,0
4046,29,13,46,99909,1,1.23,2,29,0,0,0,1,1
4047,31,28,112,99547,3,5.19,3,112,0,0,0,1,1
4048,58,23,100,99484,4,3.67,1,147,0,0,0,1,1
4049,41,14,103,95873,2,2.5,2,56,0,1,0,0,0
4050,23,18,62,94714,3,3.81,2,176,0,0,0,0,1
4051,32,7,26,96491,4,6.83,2,55,1,0,0,1,1
4052,58,33,111,98333,2,7.45,2,264,0,0,0,1,1
4053,31,1,102,92839,1,4.16,1,236,0,0,1,1,0
4054,64,26,103,93513,1,4.75,1,277,0,0,0,1,1
4055,54,9,63,99906,1,2.43,3,76,0,0,0,1,0
4056,54,34,186,91135,4,4.35,1,123,0,1,0,0,1
4057,28,22,59,96357,1,6.11,1,27,1,0,0,0,1
4058,60,7,154,92247,1,4.19,2,141,0,0,0,1,0
4059,39,27,44,96548,2,2.77,3,157,0,0,0,1,0
4060,32,22,78,94516,2,4.87,3,166,0,0,0,1,0
4061,49,3,160,94102,2,7.6,2,184,0,0,0,1,0
4062,57,13,122,91548,4,7.16,3,11,0,0,1,1,0
4063,43,28,105,96532,3,6.27,1,168,0,0,0,1,1
4064,47,0,131,94511,1,2.57,3,105,0,0,0,1,0
4065,50,3,105,92831,1,2.31,2,253,0,0,0,0,0
4066,37,31,117,99198,4,6.79,3,97,0,0,0,1,1
4067,26,32,81,93062,1,1.86,3,118,0,0,0,1,1
4068,51,25,27,97975,4,5.04,3,225,0,0,0,1,0
4069,31,16,132,93052,4,3.79,2,151,0,0,0,1,1
4070,49,38,192,97210,4,4.01,1,202,0,0,0,1,1
4071,48,22,165,93539,3,3.91,3,162,0,0,0,1,1
4072,41,31,79,90526,4,7.25,1,296,0,0,0,0,1
4073,50,14,79,92807,3,1.15,1,121,0,0,0,1,1
4074,39,12,125,99387,3,6.37,1,15,0,1,0,1,0
4075,63,1,21,91753,1,6.76,3,105,0,0,0,1,0
4076,64,18,110,99864,2,7.57,1,261,0,0,0,1,1
4077,42,23,33,96882,3,3.89,3,19,0,0,0,1,1
4078,62,23,67,91654,3,4.25,3,243,0,0,0,0,0
4079,61,10,122,94841,2,7.71,3,243,0,0,0,1,1
4080,45,21,75,94041,3,3.94,1,211,0,0,0,1,1
4081,54,14,31,95024,2,4.28,3,223,0,0,0,0,1
4082,55,9,74,99039,1,2.99,2,261,0,0,0,1,1
4083,27,26,175,99059,4,0.74,2,219,0,0,0,1,1
4084,56,8,129,98965,2,3.75,2,7,0,0,0,0,0
4085,62,27,23,98734,4,5.41,3,13,0,1,0,1,1
4086,33,0,55,94417,2,5.67,2,129,0,0,0,0,0
4087,25,16,197,98977,4,0.55,3,21,1,0,0,1,1
4088,55,30,150,94635,1,6.51,3,224,0,0,0,1,1
4089,33,9,20,92883,3,4.19,3,234,1,0,0,1,1
4090,38,36,36,95884,1,4.41,1,198,0,0,0,0,0
4091,40,28,81,90448,3,7.71,2,133,1,0,0,1,1
4092,52,17,67,93310,4,2.63,3,177,0,0,1,0,1
4093,32,37,81,94585,4,6.21,2,43,0,0,0,1,1
4094,40,38,88,98108,3,4.81,2,7,0,0,0,0,1
4095,60,5,166,94409,2,5.76,1,279,0,1,0,1,1
4096,41,39,122,97873,1,3.63,2,26,1,0,0,1,1
4097,58,11,129,96051,2,2.59,3,50,0,0,0,1,1
4098,35,13,181,98576,4,4.6,3,68,0,1,0,1,1
4099,25,9,196,90294,1,3.31,2,280,0,0,0,1,1
4100,32,19,194,91238,1,2.17,2,43,0,0,0,1,0
4101,60,14,110,98041,2,6.79,1,174,0,0,0,1,1
4102,23,30,133,92816,3,4.07,3,118,0,0,0,1,1
4103,49,6,197,91098,3,6.85,2,268,0,0,0,0,1
4104,30,9,108,91737,1,4.06,2,180,0,0,0,1,1
4105,64,9,173,92189,3,4.68,3,52,1,1,0,1,1
4106,39,38,75,92765,4,7.96,2,292,0,0,0,1,1
4107,31,27,97,91222,2,7.64,1,190,0,0,1,1,0
4108,28,29,33,96549,2,2.54,2,193,0,0,0,1,1
4109,47,36,44,90410,2,7.01,2,39,0,0,0,1,1
4110,61,2,151,92945,1,3.43,1,77,0,0,0,0,1
4111,50,14,51,98102,1,1.03,1,188,0,0,0,1,1
4112,55,20,101,94786,3,4.82,1,94,0,0,0,0,0
4113,59,36,97,99069,2,7.83,3,24,0,0,0,1,1
4114,31,11,125,90786,4,7.81,2,102,0,0,0,1,1
4115,40,3,39,92109,4,1.45,2,158,1,0,0,1,0
4116,43,8,93,95446,2,6.28,1,207,0,0,0,1,1
4117,24,38,29,95835,1,6.52,3,93,0,0,0,1,1
4118,60,27,142,91986,1,3.27,1,38,0,0,0,1,1
4119,62,22,53,98126,1,5.44,2,163,0,0,0,0,1
4120,58,39,174,99070,4,4.16,3,54,1,0,0,1,0
4121,59,21,59,97300,2,2.21,3,71,0,0,1,1,1
4122,37,23,146,99799,4,6.21,2,41,1,0,0,1,1
4123,50,25,52,95709,2,2.47,3,131,1,0,0,1,0
4124,40,29,90,92403,4,3.05,3,20,0,0,0,1,1
4125,56,32,156,98262,4,1.93,1,0,0,0,0,1,1
4126,44,15,163,94401,3,5.89,3,165,0,0,0,1,1
4127,33,21,152,96701,4,3.94,1,59,0,1,0,1,1
4128,35,17,117,93295,2,3.83,3,75,0,0,0,1,1
4129,26,6,143,98953,4,5.03,1,90,1,0,0,1,1
4130,44,25,170,92121,3,1.68,1,206,0,1,0,1,1
4131,29,7,62,93582,3,7.24,3,87,0,0,0,1,1
4132,46,5,133,94197,2,3.99,1,81,0,0,0,1,1
4133,26,29,108,99821,3,3.25,2,16,0,0,0,1,1
4134,50,38,198,95700,3,1.45,2,209,0,0,0,1,1
4135,37,22,32,97232,1,1.76,3,52,0,0,0,1,1
4136,23,31,147,94288,2,7.4,3,127,0,0,0,1,1
4137,25,21,171,91085,3,3.92,3,145,0,0,1,1,0
4138,36,8,158,98645,3,5.92,2,247,0,0,0,1,1
4139,60,30,71,92621,3,1.1,3,0,0,0,0,1,1
4140,23,6,36,98810,2,5.33,3,40,0,0,0,1,0
4141,60,8,184,98828,1,7.41,1,72,0,0,0,1,1
4142,60,12,32,92348,4,2.75,3,159,1,0,0,1,1
4143,43,2,103,94874,1,4.84,2,211,0,0,0,1,1
4144,51,34,116,93036,2,7.55,2,295,0,0,0,0,1
4145,27,32,125,92349,2,5.89,3,138,0,1,0,1,0
4146,32,20,115,95743,2,0.97,2,42,0,0,0,1,1
4147,50,30,27,94432,4,3.34,1,178,0,0,0,0,1
4148,43,33,75,96175,2,1.14,1,188,0,1,1,0,1
4149,29,31,123,97265,1,6.96,3,245,0,0,0,1,1
4150,25,34,102,96103,3,5.16,3,297,0,0,0,1,1
4151,42,14,63,97358,3,7.67,1,153,0,0,0,1,0
4152,41,31,122,99263,2,0.65,1,103,0,0,0,1,1
4153,57,5,131,92031,2,3.67,3,10,0,0,0,0,1
4154,26,20,188,91249,4,1.28,2,24,1,1,0,1,0
4155,27,32,168,99487,3,3.13,3,295,1,0,0,1,1
4156,23,31,61,96808,4,1.71,3,24,0,0,0,1,1
4157,26,18,176,93556,4,2.97,3,83,0,0,0,1,1
4158,34,32,164,98519,4,6.64,3,105,0,0,0,1,0
4159,49,27,49,98988,4,1.71,3,240,0,0,0,1,0
4160,64,30,45,95299,1,4.05,3,118,0,0,0,1,1
4161,45,20,144,93094,2,7.41,3,107,0,0,0,1,1
4162,47,33,38,92977,2,7.99,2,179,0,0,0,1,1
4163,43,14,72,90962,4,2.38,3,130,0,0,0,1,1
4164,46,13,104,95725,4,7.52,1,294,0,0,0,0,0
4165,47,18,36,95489,1,2.46,3,90,0,0,0,1,1
4166,54,14,193,91268,4,3.6,2,240,0,0,0,1,1
4167,54,5,123,95279,1,7.08,1,246,0,0,0,0,1
4168,27,8,124,90372,1,6.4,3,167,0,0,0,1,1
4169,58,36,123,94380,4,6.93,3,222,0,0,0,1,1
4170,64,19,192,97617,2,6.5,1,277,0,0,0,1,0
4171,64,33,196,99796,1,2.26,3,189,1,0,0,1,1
4172,61,37,166,96279,2,4.69,2,18,0,0,1,1,1
4173,38,25,143,90095,2,3.39,3,13,0,0,0,1,1
4174,55,17,100,94369,1,3.95,2,242,0,0,0,1,1
4175,43,27,56,93941,3,1.65,3,108,0,0,0,1,1
4176,31,8,140,97021,1,2.87,1,189,1,0,0,0,0
4177,28,31,89,99392,3,6.93,2,217,1,0,0,1,1
4178,57,5,173,93944,1,7.23,3,298,0,0,0,1,1
4179,61,13,149,95868,1,5.08,3,235,0,0,0,1,1
4180,44,27,78,95396,2,4.24,1,167,1,0,0,1,0
4181,63,23,137,98041,2,5.85,1,267,0,0,0,1,1
4182,27,12,152,90131,4,5.07,2,192,1,0,0,1,1
4183,64,11,56,97290,2,7.88,2,241,0,0,0,1,1
4184,45,18,50,99582,2,1.93,2,161,0,0,0,1,1
4185,39,20,118,96516,2,3.87,3,278,0,0,0,1,1
4186,34,26,113,99341,2,7.39,3,134,0,0,0,0,0
4187,45,18,195,95906,4,7.36,2,192,0,0,1,0,1
4188,38,23,25,90807,2,4.22,3,88,0,0,0,1,1
4189,25,25,34,90050,3,1.51,1,41,0,0,0,1,0
4190,52,27,162,95277,3,6.61,3,92,0,0,0,1,1
4191,44,17,35,90055,4,4.89,2,214,0,0,0,1,1
4192,31,35,39,93664,2,6.3,3,0,0,0,0,1,1
4193,51,28,96,90743,3,3.97,1,163,0,0,0,1,1
4194,59,16,63,96030,1,2.03,2,105,0,0,0,0,0
4195,45,3,189,98131,3,0.68,2,231,0,0,0,1,1
4196,35,28,65,90079,2,4.69,2,45,0,0,0,1,0
4197,54,3,114,92966,3,1.71,2,204,0,0,0,1,1
4198,45,9,181,93728,1,1.9,3,20,0,0,0,1,1
4199,39,24,83,94536,3,3.77,1,176,0,0,0,1,1
4200,62,30,176,90125,2,3.82,3,166,0,1,0,0,1
4201,43,2,150,95813,1,2.56,3,293,0,0,0,1,1
4202,24,1,28,98410,4,1.49,2,264,0,0,0,1,0
4203,59,24,172,90947,1,7.59,1,275,0,0,0,1,1
4204,28,5,61,90594,3,1.49,3,7,0,0,0,1,1
4205,40,25,193,95030,4,3.13,1,269,0,0,0,1,0
4206,52,7,92,90140,1,2.79,1,211,0,1,0,1,1
4207,44,34,103,93055,1,7.0,1,162,0,0,0,0,0
4208,55,26,78,99822,1,3.58,1,44,0,0,0,1,0
4209,52,24,40,99068,2,1.43,3,232,0,0,0,1,1
4210,39,17,169,94205,4,0.58,1,52,1,0,0,1,1
4211,54,0,176,95171,4,5.91,3,232,0,1,0,1,0
4212,64,38,82,97782,1,5.86,1,170,0,0,0,1,0
4213,36,2,92,92660,4,3.63,1,5,1,0,0,0,0
4214,32,3,80,96856,3,1.45,3,43,0,0,0,1,1
4215,58,36,83,96089,3,3.29,2,90,0,0,0,1,1
4216,56,14,88,95318,1,4.92,3,195,0,0,0,1,1
4217,31,7,187,92552,3,5.78,1,3,0,0,0,1,0
4218,64,37,148,93611,1,1.09,3,120,0,0,0,1,0
4219,50,18,125,98062,3,4.67,1,62,0,0,0,1,0
4220,33,25,84,91040,1,2.57,3,91,0,0,0,1,1
4221,36,38,141,98506,1,5.13,3,246,1,0,0,1,1
4222,61,9,81,97603,4,5.36,3,218,0,0,0,1,1
4223,41,37,122,94172,4,7.33,2,230,0,0,0,0,1
4224,37,13,79,92946,1,3.58,3,293,0,0,0,1,1
4225,50,18,65,93236,4,4.53,3,187,1,0,0,0,1
4226,46,29,24,93680,4,2.51,2,167,1,0,0,1,1
4227,30,4,132,94807,2,2.65,2,263,0,0,0,1,1
4228,31,30,169,91537,3,0.85,1,104,0,0,0,1,1
4229,55,6,89,93872,4,2.65,1,223,0,0,1,1,1
4230,55,18,179,91867,1,0.98,3,114,0,0,0,1,1
4231,41,30,30,91161,2,7.73,1,234,0,0,0,1,1
4232,25,38,157,93920,2,5.18,3,271,1,0,0,1,0
4233,32,23,186,95693,4,1.8,2,273,0,0,0,1,1
4234,62,33,117,93882,1,1.38,2,229,0,0,0,1,1
4235,64,22,50,97738,1,3.28,3,216,0,0,0,1,1
4236,23,39,31,98456,1,2.81,1,33,0,0,0,1,0
4237,51,5,127,96331,1,2.59,1,196,0,0,0,0,1
4238,56,37,99,95182,1,4.01,1,213,0,0,0,1,1
4239,35,35,185,99494,3,7.35,3,45,0,0,0,1,1
4240,23,26,86,99386,1,4.76,1,239,0,0,0,1,1
4241,56,10,71,91526,1,4.41,2,253,0,0,0,1,1
4242,51,4,152,98131,3,6.55,2,227,0,0,0,1,1
4243,35,16,158,94394,4,0.53,2,220,0,0,0,0,0
4244,51,6,44,91158,2,1.98,2,165,0,1,0,1,1
4245,61,26,54,94367,3,4.22,2,72,0,0,0,1,1
4246,46,14,182,94630,2,5.79,2,224,0,0,0,1,1
4247,48,12,41,93513,2,4.14,2,85,0,0,0,1,1
4248,39,10,184,91144,3,1.73,2,80,0,0,0,0,0
4249,29,25,115,90068,1,7.47,2,214,0,1,0,1,1
4250,35,21,136,93717,2,2.96,3,163,0,0,0,1,1
4251,27,27,39,99018,1,6.41,3,239,0,0,0,1,0
4252,48,23,125,99361,4,7.19,2,68,0,1,0,1,0
4253,25,28,23,99175,3,3.1,2,136,0,0,0,1,0
4254,29,8,37,99644,2,6.84,2,151,0,0,0,0,1
4255,61,3,70,99231,1,5.83,1,96,0,0,0,0,0
4256,23,17,39,94723,2,7.28,3,157,0,0,0,1,0
4257,39,15,141,94213,4,2.38,2,185,0,0,0,1,1
4258,47,32,156,96413,4,7.48,3,167,1,0,0,1,0
4259,25,28,99,93466,2,0.99,2,243,0,0,0,0,1
4260,37,38,173,93026,3,6.45,1,118,0,0,0,1,1
4261,51,9,121,96998,4,3.77,2,195,0,0,0,1,1
4262,54,8,44,92747,1,1.83,3,287,0,0,0,1,0
4263,48,30,188,97271,4,1.1,3,64,0,0,0,1,1
4264,38,27,78,96171,1,3.42,3,161,0,0,0,1,1
4265,47,2,64,93855,2,3.42,3,84,0,0,0,1,0
4266,50,13,60,98753,1,2.22,2,58,0,0,0,1,1
4267,31,24,57,92203,2,2.12,1,281,0,0,0,1,1
4268,23,14,136,93419,4,3.5,1,149,0,0,0,1,1
4269,51,1,38,91144,3,3.58,2,120,0,0,0,1,1
4270,44,23,33,92699,4,3.82,2,268,0,0,0,1,1
4271,38,13,146,99743,4,7.02,3,254,0,0,0,1,0
4272,63,6,168,90560,4,5.08,2,223,0,0,0,1,1
4273,63,35,162,91187,4,0.65,1,54,0,0,1,1,1
4274,29,23,22,93133,3,4.39,2,135,1,1,0,1,1
4275,36,26,56,93411,4,6.22,2,189,0,0,0,1,0
4276,51,36,136,91689,1,0.92,1,252,0,0,0,0,1
4277,41,37,193,94407,3,3.67,1,83,0,0,0,1,1
4278,41,29,35,92423,3,3.88,2,176,0,0,0,1,1
4279,24,26,161,91369,1,7.66,3,93,0,0,0,1,0
4280,63,38,28,96007,2,4.07,3,34,0,1,0,1,1
4281,37,14,26,96728,4,6.12,3,211,0,0,0,0,1
4282,25,25,161,98772,3,2.77,1,125,0,0,0,0,0
4283,33,0,153,90976,4,6.34,1,229,1,0,0,1,1
4284,52,3,34,94272,4,2.92,3,167,0,0,0,1,1
4285,62,28,199,96497,1,3.73,2,13,0,0,0,1,1
4286,40,0,91,90118,1,4.1,2,73,0,0,0,1,1
4287,24,21,181,91542,1,7.45,2,51,0,0,0,1,1
4288,54,10,123,94862,4,0.9,1,206,0,0,0,1,1
4289,30,9,148,93043,3,1.98,1,295,0,0,0,0,0
4290,44,16,115,90972,3,5.79,3,42,0,0,0,1,1
4291,28,35,141,90915,2,4.83,2,2,0,0,0,0,0
4292,34,25,134,96621,4,2.39,1,94,0,0,0,1,1
4293,62,20,167,99629,2,2.67,1,237,0,0,0,1,1
4294,58,12,99,90586,2,3.25,3,166,0,0,0,0,0
4295,37,8,26,98542,2,3.88,2,18,0,0,0,0,1
4296,50,10,154,95625,2,6.64,1,206,0,0,1,1,1
4297,40,10,69,97354,2,0.6,1,229,0,1,0,0,0
4298,24,5,149,94591,4,7.24,1,213,0,0,0,1,0
4299,35,0,66,92562,1,3.6,1,55,0,0,0,0,0
4300,37,5,33,96839,2,2.23,2,131,0,0,0,1,1
4301,42,12,50,98464,3,4.31,3,8,0,0,0,1,0
4302,51,21,69,92927,4,5.45,2,230,0,0,0,1,0
4303,64,30,60,96195,2,0.84,3,152,0,0,0,1,0
4304,51,21,33,96276,3,5.87,1,283,0,0,0,1,1
4305,25,36,152,99956,2,6.21,2,189,0,0,0,1,1
4306,41,26,24,94290,1,1.75,3,15,0,0,0,1,0
4307,25,13,176,95882,4,1.76,3,202,0,0,0,0,0
4308,36,4,24,96446,1,2.03,1,173,0,0,0,1,1
4309,62,35,132,95167,3,6.47,3,167,0,0,0,1,1
4310,26,31,137,99962,2,2.54,3,33,0,1,0,1,0
4311,33,33,115,91522,1,6.47,3,228,0,0,0,1,1
4312,53,6,55,99023,1,4.55,1,0,0,0,0,1,0
4313,54,9,98,90561,2,6.25,2,114,0,0,0,1,1
4314,49,16,38,93540,4,4.65,1,213,0,0,0,1,1
4315,52,29,41,91479,3,3.02,3,253,1,1,0,1,0
4316,24,20,181,96677,4,7.33,3,144,0,0,0,1,1
4317,31,12,75,91205,3,5.86,2,46,0,0,0,1,0
4318,50,0,36,96660,3,4.13,3,279,0,1,0,1,1
4319,53,0,36,98848,1,5.28,2,177,0,0,0,1,1
4320,56,32,165,90589,2,5.12,3,212,0,0,0,1,1
4321,37,37,192,94326,4,3.19,3,284,0,0,0,1,1
4322,47,24,97,94904,1,3.68,1,244,0,0,0,1,0
4323,58,25,75,99563,1,2.89,1,252,0,0,0,1,1
4324,30,12,99,96421,1,8.0,2,205,0,0,1,1,0
4325,31,27,69,93759,4,4.85,1,71,0,0,0,1,1
4326,59,32,77,98939,1,1.19,2,221,0,0,0,1,1
4327,61,36,37,98655,2,4.39,1,214,0,0,0,1,0
4328,54,29,154,98945,1,0.87,2,140,0,0,0,1,1
4329,39,7,95,95936,1,2.66,3,155,0,0,0,1,1
4330,57,0,29,98774,3,3.84,2,221,0,0,0,1,0
4331,59,11,88,92205,1,4.51,1,230,0,0,0,1,0
4332,41,4,104,94114,4,7.82,2,141,0,0,0,1,1
4333,51,23,150,94027,4,7.87,1,74,0,0,0,0,1
4334,29,5,102,94816,2,1.24,3,39,0,0,0,1,1
4335,50,24,128,97188,4,4.54,1,272,0,0,0,1,1
4336,31,0,63,92808,4,6.63,3,69,0,0,0,1,1
4337,50,24,161,93603,1,2.28,3,110,0,0,0,1,0
